District,Station,Date,Cumsum,Rain,DATE,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,Months,Ave_Rainfall
Cuddalore,Pelandurai,2020-12-02,470.4,4.3,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-03,478.1,7.7,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-04,486.5,8.4,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-05,499.3,12.8,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-06,507.4,8.1,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-07,511.4,4,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-08,517.4,6,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-09,525,7.6,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-10,533.1,8.1,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-11,539.5,6.4,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-12,543.1,3.6,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-13,547.5,4.4,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-14,554.6,7.1,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-15,559.2,4.6,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-16,567.1,7.9,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-17,572.8,5.7,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-18,576,3.2,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-19,579.9,3.9,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-20,583.1,3.2,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-21,585.4,2.3,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-22,589.6,4.2,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-23,592.7,3.1,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-24,593.6,0.9,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-25,596.6,3,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-26,599,2.4,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-27,599.5,0.5,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-28,600.9,1.4,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-29,604.5,3.6,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-30,605.2,0.7,,,,,,,,,,,,,,,
Cuddalore,Pelandurai,2020-12-31,609.1,3.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-01-01,5.8,5.8,1,5.8,24.3,0,17,36.7,0.2,50,128.2,234.7,3.8,228.7,568.1,JAN,24.3
Cuddalore,Shatiatope,2020-01-02,7.9,2.1,2,7.9,25.1,0,17.4,36.9,1.4,51.9,129.8,238.5,6,235.6,575.9,FEB,23.7
Cuddalore,Shatiatope,2020-01-03,10.5,2.6,3,10.5,25.1,0,17.4,37.1,3.4,53.4,132.1,240.1,13.8,246.7,585.6,MAR,17
Cuddalore,Shatiatope,2020-01-04,11.3,0.8,4,11.3,25.3,1.9,18.2,38.2,5.1,55.8,137.2,242.3,16.3,267.1,598.8,APR,18
Cuddalore,Shatiatope,2020-01-05,14,2.7,5,14,26.3,2,18.9,43.2,7,60.1,140,245.9,19.6,282.4,614.3,MAY,42.2
Cuddalore,Shatiatope,2020-01-06,14.6,0.6,6,14.6,28.8,3.8,19.5,45,8.3,62.8,144.5,248.3,24.7,301.8,624.9,JUN,49.4
Cuddalore,Shatiatope,2020-01-07,14.9,0.3,7,14.9,30.3,7.9,19.6,52.3,9.8,63.4,150.6,254.7,34,319.8,633.2,JUL,76.4
Cuddalore,Shatiatope,2020-01-08,16.8,1.9,8,16.8,30.8,8.2,20.5,53.7,11,64.3,153.6,257.7,38.5,341.7,643.1,AUG,105.9
Cuddalore,Shatiatope,2020-01-09,17.5,0.7,9,17.5,31.1,8.9,20.5,55.8,12.9,65.1,157,261.8,46.7,354.3,652.5,SEP,139.1
Cuddalore,Shatiatope,2020-01-10,17.9,0.4,10,17.9,32.5,10.1,20.5,56.1,13.6,69,160.3,267.7,48.8,359.7,664.8,OCT,219.6
Cuddalore,Shatiatope,2020-01-11,18.9,1,11,18.9,32.5,12.6,20.8,57.3,16.7,72.3,164.3,274,52.1,367.2,674.4,NOV,341.3
Cuddalore,Shatiatope,2020-01-12,18.9,0,12,18.9,33.1,15.1,22,58.7,19.9,76.6,166.7,276.8,58.4,378.7,678.3,DEC,223
Cuddalore,Shatiatope,2020-01-13,19,0.1,13,19,33.7,15.3,22.7,59.9,24.4,77.8,168.8,279.6,66,389.4,684.2,,
Cuddalore,Shatiatope,2020-01-14,20.6,1.6,14,20.6,34.2,15.3,23,60.4,29.4,80.7,172.4,286.7,71.4,401.7,694,,
Cuddalore,Shatiatope,2020-01-15,21.3,0.7,15,21.3,36,15.3,23.6,62,31.4,83.4,175.1,291.9,75,415.8,702.5,,
Cuddalore,Shatiatope,2020-01-16,21.5,0.2,16,21.5,36.5,15.3,25,62.8,32.4,84.5,177.1,297.1,81.4,427.1,709.3,,
Cuddalore,Shatiatope,2020-01-17,21.5,0,17,21.5,38.7,15.3,25.6,63.5,32.6,87.2,182.3,306.1,86.2,436.7,718.5,,
Cuddalore,Shatiatope,2020-01-18,21.7,0.2,18,21.7,39.6,15.3,28.1,64.1,33.9,88.1,183.6,309.9,87.8,443.4,724,,
Cuddalore,Shatiatope,2020-01-19,21.7,0,19,21.7,40.7,15.3,28.1,66.1,34.4,90.8,188.5,312.3,94,449.9,727.7,,
Cuddalore,Shatiatope,2020-01-20,21.7,0,20,21.7,41.3,15.7,28.5,66.2,36.2,92.3,190.3,319.4,102,453.6,733.2,,
Cuddalore,Shatiatope,2020-01-21,21.9,0.2,21,21.9,41.3,16.3,28.5,67.1,36.7,94.9,194.6,324.5,110.6,460.3,738.4,,
Cuddalore,Shatiatope,2020-01-22,21.9,0,22,21.9,41.3,16.5,29.6,67.7,38.7,98.1,203.3,327,116.8,469.1,749,,
Cuddalore,Shatiatope,2020-01-23,21.9,0,23,21.9,43.6,16.6,31,68.1,42.5,101.9,205,328.9,128,480.4,759.1,,
Cuddalore,Shatiatope,2020-01-24,22.1,0.2,24,22.1,43.9,16.6,31.3,69,44.3,106.7,210.6,334.7,141.9,494,760.6,,
Cuddalore,Shatiatope,2020-01-25,23.2,1.1,25,23.2,44.5,16.6,34.1,69.4,45.6,108.2,214.5,342.4,156.3,508.9,764.6,,
Cuddalore,Shatiatope,2020-01-26,23.3,0.1,26,23.3,47.8,16.6,34.1,71.3,45.9,111.6,218.3,346.8,165.6,529.7,766.9,,
Cuddalore,Shatiatope,2020-01-27,23.3,0,27,23.3,47.8,17,34.3,72.5,47,113.3,221.7,350.2,181.4,542.3,768.4,,
Cuddalore,Shatiatope,2020-01-28,23.4,0.1,28,23.4,48,17,34.8,72.6,48,117.8,225,356.3,189.7,546.9,771.6,,
Cuddalore,Shatiatope,2020-01-29,23.7,0.3,29,23.7,,17,34.8,74.8,48.4,120.6,227.5,364.3,200.3,555,777.2,,
Cuddalore,Shatiatope,2020-01-30,23.7,0,30,23.7,,17,35,75.8,49.4,124.3,229.6,370.9,208.5,560.9,779,,
Cuddalore,Shatiatope,2020-01-31,24.3,0.6,31,24.3,,17,,77.2,,125.8,231.7,,219.6,,783.9,,
Cuddalore,Shatiatope,2020-02-01,24.3,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-02,25.1,0.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-03,25.1,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-04,25.3,0.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-05,26.3,1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-06,28.8,2.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-07,30.3,1.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-08,30.8,0.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-09,31.1,0.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-10,32.5,1.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-11,32.5,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-12,33.1,0.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-13,33.7,0.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-14,34.2,0.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-15,36,1.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-16,36.5,0.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-17,38.7,2.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-18,39.6,0.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-19,40.7,1.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-20,41.3,0.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-21,41.3,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-22,41.3,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-23,43.6,2.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-24,43.9,0.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-25,44.5,0.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-26,47.8,3.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-27,47.8,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-02-28,48,0.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-01,0,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-02,0,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-03,0,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-04,1.9,1.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-05,2,0.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-06,3.8,1.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-07,7.9,4.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-08,8.2,0.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-09,8.9,0.7,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-10,10.1,1.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-11,12.6,2.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-12,15.1,2.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-13,15.3,0.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-14,15.3,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-15,15.3,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-16,15.3,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-17,15.3,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-18,15.3,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-19,15.3,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-20,15.7,0.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-21,16.3,0.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-22,16.5,0.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-23,16.6,0.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-24,16.6,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-25,16.6,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-26,16.6,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-27,17,0.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-28,17,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-29,17,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-30,17,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-03-31,17,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-01,17,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-02,17.4,0.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-03,17.4,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-04,18.2,0.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-05,18.9,0.7,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-06,19.5,0.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-07,19.6,0.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-08,20.5,0.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-09,20.5,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-10,20.5,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-11,20.8,0.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-12,22,1.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-13,22.7,0.7,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-14,23,0.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-15,23.6,0.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-16,25,1.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-17,25.6,0.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-18,28.1,2.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-19,28.1,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-20,28.5,0.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-21,28.5,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-22,29.6,1.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-23,31,1.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-24,31.3,0.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-25,34.1,2.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-26,34.1,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-27,34.3,0.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-28,34.8,0.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-29,34.8,0,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-04-30,35,0.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-01,36.7,1.7,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-02,36.9,0.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-03,37.1,0.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-04,38.2,1.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-05,43.2,5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-06,45,1.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-07,52.3,7.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-08,53.7,1.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-09,55.8,2.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-10,56.1,0.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-11,57.3,1.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-12,58.7,1.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-13,59.9,1.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-14,60.4,0.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-15,62,1.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-16,62.8,0.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-17,63.5,0.7,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-18,64.1,0.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-19,66.1,2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-20,66.2,0.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-21,67.1,0.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-22,67.7,0.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-23,68.1,0.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-24,69,0.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-25,69.4,0.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-26,71.3,1.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-27,72.5,1.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-28,72.6,0.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-29,74.8,2.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-30,75.8,1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-05-31,77.2,1.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-01,0.2,0.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-02,1.4,1.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-03,3.4,2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-04,5.1,1.7,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-05,7,1.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-06,8.3,1.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-07,9.8,1.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-08,11,1.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-09,12.9,1.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-10,13.6,0.7,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-11,16.7,3.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-12,19.9,3.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-13,24.4,4.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-14,29.4,5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-15,31.4,2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-16,32.4,1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-17,32.6,0.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-18,33.9,1.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-19,34.4,0.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-20,36.2,1.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-21,36.7,0.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-22,38.7,2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-23,42.5,3.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-24,44.3,1.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-25,45.6,1.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-26,45.9,0.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-27,47,1.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-28,48,1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-29,48.4,0.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-06-30,49.4,1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-01,50,0.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-02,51.9,1.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-03,53.4,1.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-04,55.8,2.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-05,60.1,4.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-06,62.8,2.7,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-07,63.4,0.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-08,64.3,0.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-09,65.1,0.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-10,69,3.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-11,72.3,3.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-12,76.6,4.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-13,77.8,1.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-14,80.7,2.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-15,83.4,2.7,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-16,84.5,1.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-17,87.2,2.7,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-18,88.1,0.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-19,90.8,2.7,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-20,92.3,1.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-21,94.9,2.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-22,98.1,3.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-23,101.9,3.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-24,106.7,4.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-25,108.2,1.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-26,111.6,3.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-27,113.3,1.7,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-28,117.8,4.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-29,120.6,2.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-30,124.3,3.7,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-07-31,125.8,1.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-01,128.2,2.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-02,129.8,1.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-03,132.1,2.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-04,137.2,5.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-05,140,2.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-06,144.5,4.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-07,150.6,6.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-08,153.6,3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-09,157,3.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-10,160.3,3.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-11,164.3,4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-12,166.7,2.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-13,168.8,2.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-14,172.4,3.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-15,175.1,2.7,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-16,177.1,2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-17,182.3,5.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-18,183.6,1.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-19,188.5,4.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-20,190.3,1.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-21,194.6,4.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-22,203.3,8.7,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-23,205,1.7,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-24,210.6,5.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-25,214.5,3.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-26,218.3,3.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-27,221.7,3.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-28,225,3.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-29,227.5,2.5,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-30,229.6,2.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-08-31,231.7,2.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-01,234.7,3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-02,238.5,3.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-03,240.1,1.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-04,242.3,2.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-05,245.9,3.6,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-06,248.3,2.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-07,254.7,6.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-08,257.7,3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-09,261.8,4.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-10,267.7,5.9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-11,274,6.3,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-12,276.8,2.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-13,279.6,2.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-14,286.7,7.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-15,291.9,5.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-16,297.1,5.2,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-17,306.1,9,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-18,309.9,3.8,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-19,312.3,2.4,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-20,319.4,7.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-21,324.5,5.1,,,,,,,,,,,,,,,
Cuddalore,Shatiatope,2020-09-22,327,2.5,,,,,,,,,,,,,,,
