District,Station,Date,Cumsum,Rain
Kancheepuram,Sriperumbudur,2020-09-03,317.9,3.2
Kancheepuram,Sriperumbudur,2020-09-04,322,4.1
Kancheepuram,Sriperumbudur,2020-09-05,326.3,4.3
Kancheepuram,Sriperumbudur,2020-09-06,330.2,3.9
Kancheepuram,Sriperumbudur,2020-09-07,335,4.8
Kancheepuram,Sriperumbudur,2020-09-08,339.5,4.5
Kancheepuram,Sriperumbudur,2020-09-09,345.2,5.7
Kancheepuram,Sriperumbudur,2020-09-10,350.5,5.3
Kancheepuram,Sriperumbudur,2020-09-11,355.7,5.2
Kancheepuram,Sriperumbudur,2020-09-12,360.8,5.1
Kancheepuram,Sriperumbudur,2020-09-13,365.4,4.6
Kancheepuram,Sriperumbudur,2020-09-14,371.9,6.5
Kancheepuram,Sriperumbudur,2020-09-15,378.2,6.3
Kancheepuram,Sriperumbudur,2020-09-16,385.8,7.6
Kancheepuram,Sriperumbudur,2020-09-17,393.2,7.4
Kancheepuram,Sriperumbudur,2020-09-18,395.7,2.5
Kancheepuram,Sriperumbudur,2020-09-19,402.9,7.2
Kancheepuram,Sriperumbudur,2020-09-20,408.6,5.7
Kancheepuram,Sriperumbudur,2020-09-21,411.9,3.3
Kancheepuram,Sriperumbudur,2020-09-22,415.5,3.6
Kancheepuram,Sriperumbudur,2020-09-23,416.6,1.1
Kancheepuram,Sriperumbudur,2020-09-24,419.6,3
Kancheepuram,Sriperumbudur,2020-09-25,424.5,4.9
Kancheepuram,Sriperumbudur,2020-09-26,428.8,4.3
Kancheepuram,Sriperumbudur,2020-09-27,431.1,2.3
Kancheepuram,Sriperumbudur,2020-09-28,435.8,4.7
Kancheepuram,Sriperumbudur,2020-09-29,443.4,7.6
Kancheepuram,Sriperumbudur,2020-09-30,453.7,10.3
Kancheepuram,Sriperumbudur,2020-10-01,14.3,14.3
Kancheepuram,Sriperumbudur,2020-10-02,16.8,2.5
Kancheepuram,Sriperumbudur,2020-10-03,22.8,6
Kancheepuram,Sriperumbudur,2020-10-04,27.4,4.6
Kancheepuram,Sriperumbudur,2020-10-05,31.3,3.9
Kancheepuram,Sriperumbudur,2020-10-06,34.3,3
Kancheepuram,Sriperumbudur,2020-10-07,38,3.7
Kancheepuram,Sriperumbudur,2020-10-08,44.7,6.7
Kancheepuram,Sriperumbudur,2020-10-09,48.9,4.2
Kancheepuram,Sriperumbudur,2020-10-10,52.4,3.5
Kancheepuram,Sriperumbudur,2020-10-11,55.6,3.2
Kancheepuram,Sriperumbudur,2020-10-12,58.5,2.9
Kancheepuram,Sriperumbudur,2020-10-13,62.5,4
Kancheepuram,Sriperumbudur,2020-10-14,68,5.5
Kancheepuram,Sriperumbudur,2020-10-15,69.6,1.6
Kancheepuram,Sriperumbudur,2020-10-16,76.1,6.5
Kancheepuram,Sriperumbudur,2020-10-17,88,11.9
Kancheepuram,Sriperumbudur,2020-10-18,93.1,5.1
Kancheepuram,Sriperumbudur,2020-10-19,99.4,6.3
Kancheepuram,Sriperumbudur,2020-10-20,107.2,7.8
Kancheepuram,Sriperumbudur,2020-10-21,112.6,5.4
Kancheepuram,Sriperumbudur,2020-10-22,117.7,5.1
Kancheepuram,Sriperumbudur,2020-10-23,126.7,9
Kancheepuram,Sriperumbudur,2020-10-24,136.7,10
Kancheepuram,Sriperumbudur,2020-10-25,145.9,9.2
Kancheepuram,Sriperumbudur,2020-10-26,155.3,9.4
Kancheepuram,Sriperumbudur,2020-10-27,171.9,16.6
Kancheepuram,Sriperumbudur,2020-10-28,183.8,11.9
Kancheepuram,Sriperumbudur,2020-10-29,195.6,11.8
Kancheepuram,Sriperumbudur,2020-10-30,202.6,7
Kancheepuram,Sriperumbudur,2020-10-31,216.9,14.3
Kancheepuram,Sriperumbudur,2020-11-01,223.4,6.5
Kancheepuram,Sriperumbudur,2020-11-02,233.9,10.5
Kancheepuram,Sriperumbudur,2020-11-03,245.6,11.7
Kancheepuram,Sriperumbudur,2020-11-04,255.6,10
Kancheepuram,Sriperumbudur,2020-11-05,266.8,11.2
Kancheepuram,Sriperumbudur,2020-11-06,284.5,17.7
Kancheepuram,Sriperumbudur,2020-11-07,298,13.5
Kancheepuram,Sriperumbudur,2020-11-08,307.6,9.6
Kancheepuram,Sriperumbudur,2020-11-09,316.1,8.5
Kancheepuram,Sriperumbudur,2020-11-10,328.9,12.8
Kancheepuram,Sriperumbudur,2020-11-11,334.6,5.7
Kancheepuram,Sriperumbudur,2020-11-12,351.7,17.1
Kancheepuram,Sriperumbudur,2020-11-13,371.5,19.8
Kancheepuram,Sriperumbudur,2020-11-14,377.4,5.9
Kancheepuram,Sriperumbudur,2020-11-15,381.8,4.4
Kancheepuram,Sriperumbudur,2020-11-16,398.4,16.6
Kancheepuram,Sriperumbudur,2020-11-17,407.1,8.7
Kancheepuram,Sriperumbudur,2020-11-18,413,5.9
Kancheepuram,Sriperumbudur,2020-11-19,421.4,8.4
Kancheepuram,Sriperumbudur,2020-11-20,424.4,3
Kancheepuram,Sriperumbudur,2020-11-21,428.2,3.8
Kancheepuram,Sriperumbudur,2020-11-22,434.9,6.7
Kancheepuram,Sriperumbudur,2020-11-23,442.3,7.4
Kancheepuram,Sriperumbudur,2020-11-24,453.1,10.8
Kancheepuram,Sriperumbudur,2020-11-25,468.2,15.1
Kancheepuram,Sriperumbudur,2020-11-26,481.8,13.6
Kancheepuram,Sriperumbudur,2020-11-27,491.5,9.7
Kancheepuram,Sriperumbudur,2020-11-28,496.4,4.9
Kancheepuram,Sriperumbudur,2020-11-29,500.1,3.7
Kancheepuram,Sriperumbudur,2020-11-30,502.6,2.5
Kancheepuram,Sriperumbudur,2020-12-01,509.8,7.2
Kancheepuram,Sriperumbudur,2020-12-02,526.5,16.7
Kancheepuram,Sriperumbudur,2020-12-03,537.4,10.9
Kancheepuram,Sriperumbudur,2020-12-04,547.9,10.5
Kancheepuram,Sriperumbudur,2020-12-05,557.3,9.4
Kancheepuram,Sriperumbudur,2020-12-06,564.7,7.4
Kancheepuram,Sriperumbudur,2020-12-07,573.5,8.8
Kancheepuram,Sriperumbudur,2020-12-08,576.3,2.8
Kancheepuram,Sriperumbudur,2020-12-09,580.1,3.8
Kancheepuram,Sriperumbudur,2020-12-10,583.3,3.2
Kancheepuram,Sriperumbudur,2020-12-11,587.3,4
Kancheepuram,Sriperumbudur,2020-12-12,591.1,3.8
Kancheepuram,Sriperumbudur,2020-12-13,600.2,9.1
Kancheepuram,Sriperumbudur,2020-12-14,605.3,5.1
Kancheepuram,Sriperumbudur,2020-12-15,608.8,3.5
Kancheepuram,Sriperumbudur,2020-12-16,615.6,6.8
Kancheepuram,Sriperumbudur,2020-12-17,618.2,2.6
Kancheepuram,Sriperumbudur,2020-12-18,619.6,1.4
Kancheepuram,Sriperumbudur,2020-12-19,624.3,4.7
Kancheepuram,Sriperumbudur,2020-12-20,627.9,3.6
Kancheepuram,Sriperumbudur,2020-12-21,630.3,2.4
Kancheepuram,Sriperumbudur,2020-12-22,632.9,2.6
Kancheepuram,Sriperumbudur,2020-12-23,635.1,2.2
Kancheepuram,Sriperumbudur,2020-12-24,639,3.9
Kancheepuram,Sriperumbudur,2020-12-25,639.8,0.8
Kancheepuram,Sriperumbudur,2020-12-26,642.5,2.7
Kancheepuram,Sriperumbudur,2020-12-27,643.3,0.8
Kancheepuram,Sriperumbudur,2020-12-28,645.2,1.9
Kancheepuram,Sriperumbudur,2020-12-29,646.8,1.6
Kancheepuram,Sriperumbudur,2020-12-30,651.5,4.7
Kancheepuram,Sriperumbudur,2020-12-31,656,4.5
Kancheepuram,Uthiramerur,2020-01-01,0.6,0.6
Kancheepuram,Uthiramerur,2020-01-02,1,0.4
Kancheepuram,Uthiramerur,2020-01-03,1.1,0.1
Kancheepuram,Uthiramerur,2020-01-04,1.5,0.4
Kancheepuram,Uthiramerur,2020-01-05,1.8,0.3
Kancheepuram,Uthiramerur,2020-01-06,1.8,0
Kancheepuram,Uthiramerur,2020-01-07,1.8,0
Kancheepuram,Uthiramerur,2020-01-08,3,1.2
Kancheepuram,Uthiramerur,2020-01-09,3.3,0.3
Kancheepuram,Uthiramerur,2020-01-10,3.3,0
Kancheepuram,Uthiramerur,2020-01-11,3.3,0
Kancheepuram,Uthiramerur,2020-01-12,3.4,0.1
Kancheepuram,Uthiramerur,2020-01-13,4.9,1.5
Kancheepuram,Uthiramerur,2020-01-14,6.2,1.3
Kancheepuram,Uthiramerur,2020-01-15,6.3,0.1
Kancheepuram,Uthiramerur,2020-01-16,6.3,0
Kancheepuram,Uthiramerur,2020-01-17,6.6,0.3
Kancheepuram,Uthiramerur,2020-01-18,6.9,0.3
Kancheepuram,Uthiramerur,2020-01-19,6.9,0
Kancheepuram,Uthiramerur,2020-01-20,6.9,0
Kancheepuram,Uthiramerur,2020-01-21,7.5,0.6
Kancheepuram,Uthiramerur,2020-01-22,7.5,0
Kancheepuram,Uthiramerur,2020-01-23,7.5,0
Kancheepuram,Uthiramerur,2020-01-24,7.5,0
Kancheepuram,Uthiramerur,2020-01-25,7.5,0
Kancheepuram,Uthiramerur,2020-01-26,7.5,0
Kancheepuram,Uthiramerur,2020-01-27,7.5,0
Kancheepuram,Uthiramerur,2020-01-28,7.6,0.1
Kancheepuram,Uthiramerur,2020-01-29,7.6,0
Kancheepuram,Uthiramerur,2020-01-30,7.6,0
Kancheepuram,Uthiramerur,2020-01-31,7.6,0
Kancheepuram,Uthiramerur,2020-02-01,7.6,0
Kancheepuram,Uthiramerur,2020-02-02,7.6,0
Kancheepuram,Uthiramerur,2020-02-03,7.6,0
Kancheepuram,Uthiramerur,2020-02-04,7.6,0
Kancheepuram,Uthiramerur,2020-02-05,7.6,0
Kancheepuram,Uthiramerur,2020-02-06,8,0.4
Kancheepuram,Uthiramerur,2020-02-07,8.6,0.6
Kancheepuram,Uthiramerur,2020-02-08,9,0.4
Kancheepuram,Uthiramerur,2020-02-09,9.1,0.1
Kancheepuram,Uthiramerur,2020-02-10,9.6,0.5
Kancheepuram,Uthiramerur,2020-02-11,9.7,0.1
Kancheepuram,Uthiramerur,2020-02-12,10.5,0.8
Kancheepuram,Uthiramerur,2020-02-13,12.7,2.2
Kancheepuram,Uthiramerur,2020-02-14,12.8,0.1
Kancheepuram,Uthiramerur,2020-02-15,12.9,0.1
Kancheepuram,Uthiramerur,2020-02-16,13.4,0.5
Kancheepuram,Uthiramerur,2020-02-17,13.4,0
Kancheepuram,Uthiramerur,2020-02-18,13.4,0
Kancheepuram,Uthiramerur,2020-02-19,13.4,0
Kancheepuram,Uthiramerur,2020-02-20,13.4,0
Kancheepuram,Uthiramerur,2020-02-21,13.4,0
Kancheepuram,Uthiramerur,2020-02-22,13.4,0
Kancheepuram,Uthiramerur,2020-02-23,13.7,0.3
Kancheepuram,Uthiramerur,2020-02-24,15.6,1.9
Kancheepuram,Uthiramerur,2020-02-25,15.6,0
Kancheepuram,Uthiramerur,2020-02-26,16.1,0.5
Kancheepuram,Uthiramerur,2020-02-27,16.4,0.3
Kancheepuram,Uthiramerur,2020-02-28,17.9,1.5
Kancheepuram,Uthiramerur,2020-03-01,0,0
Kancheepuram,Uthiramerur,2020-03-02,0,0
Kancheepuram,Uthiramerur,2020-03-03,0,0
Kancheepuram,Uthiramerur,2020-03-04,0,0
Kancheepuram,Uthiramerur,2020-03-05,0.8,0.8
Kancheepuram,Uthiramerur,2020-03-06,0.9,0.1
Kancheepuram,Uthiramerur,2020-03-07,2.4,1.5
Kancheepuram,Uthiramerur,2020-03-08,2.4,0
Kancheepuram,Uthiramerur,2020-03-09,2.4,0
Kancheepuram,Uthiramerur,2020-03-10,2.4,0
Kancheepuram,Uthiramerur,2020-03-11,2.8,0.4
Kancheepuram,Uthiramerur,2020-03-12,3.4,0.6
Kancheepuram,Uthiramerur,2020-03-13,3.6,0.2
Kancheepuram,Uthiramerur,2020-03-14,3.9,0.3
Kancheepuram,Uthiramerur,2020-03-15,3.9,0
Kancheepuram,Uthiramerur,2020-03-16,3.9,0
Kancheepuram,Uthiramerur,2020-03-17,4.1,0.2
Kancheepuram,Uthiramerur,2020-03-18,4.5,0.4
Kancheepuram,Uthiramerur,2020-03-19,4.5,0
Kancheepuram,Uthiramerur,2020-03-20,4.5,0
Kancheepuram,Uthiramerur,2020-03-21,6.3,1.8
Kancheepuram,Uthiramerur,2020-03-22,7.1,0.8
Kancheepuram,Uthiramerur,2020-03-23,7.2,0.1
Kancheepuram,Uthiramerur,2020-03-24,7.2,0
Kancheepuram,Uthiramerur,2020-03-25,7.2,0
Kancheepuram,Uthiramerur,2020-03-26,7.2,0
Kancheepuram,Uthiramerur,2020-03-27,7.2,0
Kancheepuram,Uthiramerur,2020-03-28,7.2,0
Kancheepuram,Uthiramerur,2020-03-29,7.2,0
Kancheepuram,Uthiramerur,2020-03-30,7.2,0
Kancheepuram,Uthiramerur,2020-03-31,7.2,0
Kancheepuram,Uthiramerur,2020-04-01,7.5,0.3
Kancheepuram,Uthiramerur,2020-04-02,7.5,0
Kancheepuram,Uthiramerur,2020-04-03,7.5,0
Kancheepuram,Uthiramerur,2020-04-04,7.5,0
Kancheepuram,Uthiramerur,2020-04-05,8,0.5
Kancheepuram,Uthiramerur,2020-04-06,8.7,0.7
Kancheepuram,Uthiramerur,2020-04-07,8.7,0
Kancheepuram,Uthiramerur,2020-04-08,8.8,0.1
Kancheepuram,Uthiramerur,2020-04-09,8.9,0.1
Kancheepuram,Uthiramerur,2020-04-10,8.9,0
Kancheepuram,Uthiramerur,2020-04-11,8.9,0
Kancheepuram,Uthiramerur,2020-04-12,8.9,0
Kancheepuram,Uthiramerur,2020-04-13,9.4,0.5
Kancheepuram,Uthiramerur,2020-04-14,9.8,0.4
Kancheepuram,Uthiramerur,2020-04-15,10,0.2
Kancheepuram,Uthiramerur,2020-04-16,10.7,0.7
Kancheepuram,Uthiramerur,2020-04-17,10.7,0
Kancheepuram,Uthiramerur,2020-04-18,10.7,0
Kancheepuram,Uthiramerur,2020-04-19,10.7,0
Kancheepuram,Uthiramerur,2020-04-20,10.7,0
Kancheepuram,Uthiramerur,2020-04-21,11.1,0.4
Kancheepuram,Uthiramerur,2020-04-22,13.5,2.4
Kancheepuram,Uthiramerur,2020-04-23,13.9,0.4
Kancheepuram,Uthiramerur,2020-04-24,14.1,0.2
Kancheepuram,Uthiramerur,2020-04-25,14.8,0.7
Kancheepuram,Uthiramerur,2020-04-26,15.7,0.9
Kancheepuram,Uthiramerur,2020-04-27,16.5,0.8
Kancheepuram,Uthiramerur,2020-04-28,16.5,0
Kancheepuram,Uthiramerur,2020-04-29,16.6,0.1
Kancheepuram,Uthiramerur,2020-04-30,16.6,0
Kancheepuram,Uthiramerur,2020-05-01,17.2,0.6
Kancheepuram,Uthiramerur,2020-05-02,17.8,0.6
Kancheepuram,Uthiramerur,2020-05-03,18.4,0.6
Kancheepuram,Uthiramerur,2020-05-04,20.2,1.8
Kancheepuram,Uthiramerur,2020-05-05,22,1.8
Kancheepuram,Uthiramerur,2020-05-06,24.6,2.6
Kancheepuram,Uthiramerur,2020-05-07,28.8,4.2
Kancheepuram,Uthiramerur,2020-05-08,33.2,4.4
Kancheepuram,Uthiramerur,2020-05-09,33.3,0.1
Kancheepuram,Uthiramerur,2020-05-10,34.7,1.4
Kancheepuram,Uthiramerur,2020-05-11,35.3,0.6
Kancheepuram,Uthiramerur,2020-05-12,38.3,3
Kancheepuram,Uthiramerur,2020-05-13,38.9,0.6
Kancheepuram,Uthiramerur,2020-05-14,38.9,0
Kancheepuram,Uthiramerur,2020-05-15,40.1,1.2
Kancheepuram,Uthiramerur,2020-05-16,41.1,1
Kancheepuram,Uthiramerur,2020-05-17,42.5,1.4
Kancheepuram,Uthiramerur,2020-05-18,43,0.5
Kancheepuram,Uthiramerur,2020-05-19,44.7,1.7
Kancheepuram,Uthiramerur,2020-05-20,45.8,1.1
Kancheepuram,Uthiramerur,2020-05-21,45.9,0.1
Kancheepuram,Uthiramerur,2020-05-22,47.2,1.3
Kancheepuram,Uthiramerur,2020-05-23,47.9,0.7
Kancheepuram,Uthiramerur,2020-05-24,49.3,1.4
Kancheepuram,Uthiramerur,2020-05-25,50.8,1.5
Kancheepuram,Uthiramerur,2020-05-26,51.4,0.6
Kancheepuram,Uthiramerur,2020-05-27,52.5,1.1
Kancheepuram,Uthiramerur,2020-05-28,53,0.5
Kancheepuram,Uthiramerur,2020-05-29,55.1,2.1
Kancheepuram,Uthiramerur,2020-05-30,56.3,1.2
Kancheepuram,Uthiramerur,2020-05-31,56.3,0
Kancheepuram,Uthiramerur,2020-06-01,1.4,1.4
Kancheepuram,Uthiramerur,2020-06-02,2.8,1.4
Kancheepuram,Uthiramerur,2020-06-03,4.5,1.7
Kancheepuram,Uthiramerur,2020-06-04,4.7,0.2
Kancheepuram,Uthiramerur,2020-06-05,7.8,3.1
Kancheepuram,Uthiramerur,2020-06-06,10.7,2.9
Kancheepuram,Uthiramerur,2020-06-07,14.6,3.9
Kancheepuram,Uthiramerur,2020-06-08,15.3,0.7
Kancheepuram,Uthiramerur,2020-06-09,16.4,1.1
Kancheepuram,Uthiramerur,2020-06-10,20.9,4.5
Kancheepuram,Uthiramerur,2020-06-11,22.6,1.7
Kancheepuram,Uthiramerur,2020-06-12,24.2,1.6
Kancheepuram,Uthiramerur,2020-06-13,26.6,2.4
Kancheepuram,Uthiramerur,2020-06-14,33.8,7.2
Kancheepuram,Uthiramerur,2020-06-15,35.6,1.8
Kancheepuram,Uthiramerur,2020-06-16,37,1.4
Kancheepuram,Uthiramerur,2020-06-17,38,1
Kancheepuram,Uthiramerur,2020-06-18,38.8,0.8
Kancheepuram,Uthiramerur,2020-06-19,40.7,1.9
Kancheepuram,Uthiramerur,2020-06-20,44.5,3.8
Kancheepuram,Uthiramerur,2020-06-21,44.8,0.3
Kancheepuram,Uthiramerur,2020-06-22,46.4,1.6
Kancheepuram,Uthiramerur,2020-06-23,49.1,2.7
Kancheepuram,Uthiramerur,2020-06-24,51.3,2.2
Kancheepuram,Uthiramerur,2020-06-25,52.7,1.4
Kancheepuram,Uthiramerur,2020-06-26,53.1,0.4
Kancheepuram,Uthiramerur,2020-06-27,53.7,0.6
Kancheepuram,Uthiramerur,2020-06-28,54.5,0.8
Kancheepuram,Uthiramerur,2020-06-29,57.8,3.3
Kancheepuram,Uthiramerur,2020-06-30,60.2,2.4
Kancheepuram,Uthiramerur,2020-07-01,60.8,0.6
Kancheepuram,Uthiramerur,2020-07-02,63.6,2.8
Kancheepuram,Uthiramerur,2020-07-03,66.7,3.1
Kancheepuram,Uthiramerur,2020-07-04,69.8,3.1
Kancheepuram,Uthiramerur,2020-07-05,70.5,0.7
Kancheepuram,Uthiramerur,2020-07-06,72.1,1.6
Kancheepuram,Uthiramerur,2020-07-07,75.1,3
Kancheepuram,Uthiramerur,2020-07-08,77.3,2.2
Kancheepuram,Uthiramerur,2020-07-09,77.8,0.5
Kancheepuram,Uthiramerur,2020-07-10,79.9,2.1
Kancheepuram,Uthiramerur,2020-07-11,83.2,3.3
Kancheepuram,Uthiramerur,2020-07-12,86,2.8
Kancheepuram,Uthiramerur,2020-07-13,89.5,3.5
Kancheepuram,Uthiramerur,2020-07-14,92.8,3.3
Kancheepuram,Uthiramerur,2020-07-15,96.1,3.3
Kancheepuram,Uthiramerur,2020-07-16,96.6,0.5
Kancheepuram,Uthiramerur,2020-07-17,98,1.4
Kancheepuram,Uthiramerur,2020-07-18,102.1,4.1
Kancheepuram,Uthiramerur,2020-07-19,107.3,5.2
Kancheepuram,Uthiramerur,2020-07-20,107.6,0.3
Kancheepuram,Uthiramerur,2020-07-21,114.5,6.9
Kancheepuram,Uthiramerur,2020-07-22,117.1,2.6
Kancheepuram,Uthiramerur,2020-07-23,122.7,5.6
Kancheepuram,Uthiramerur,2020-07-24,125.5,2.8
Kancheepuram,Uthiramerur,2020-07-25,131.4,5.9
Kancheepuram,Uthiramerur,2020-07-26,132.4,1
Kancheepuram,Uthiramerur,2020-07-27,136.4,4
Kancheepuram,Uthiramerur,2020-07-28,140.8,4.4
Kancheepuram,Uthiramerur,2020-07-29,143.5,2.7
Kancheepuram,Uthiramerur,2020-07-30,146.4,2.9
Kancheepuram,Uthiramerur,2020-07-31,149.7,3.3
Kancheepuram,Uthiramerur,2020-08-01,152.4,2.7
Kancheepuram,Uthiramerur,2020-08-02,159.1,6.7
Kancheepuram,Uthiramerur,2020-08-03,162.2,3.1
Kancheepuram,Uthiramerur,2020-08-04,165.3,3.1
Kancheepuram,Uthiramerur,2020-08-05,169.5,4.2
Kancheepuram,Uthiramerur,2020-08-06,174.3,4.8
Kancheepuram,Uthiramerur,2020-08-07,176.8,2.5
Kancheepuram,Uthiramerur,2020-08-08,180.3,3.5
Kancheepuram,Uthiramerur,2020-08-09,187.6,7.3
Kancheepuram,Uthiramerur,2020-08-10,191.1,3.5
Kancheepuram,Uthiramerur,2020-08-11,194.4,3.3
Kancheepuram,Uthiramerur,2020-08-12,198.5,4.1
Kancheepuram,Uthiramerur,2020-08-13,203.3,4.8
Kancheepuram,Uthiramerur,2020-08-14,207.9,4.6
Kancheepuram,Uthiramerur,2020-08-15,211.5,3.6
Kancheepuram,Uthiramerur,2020-08-16,217.2,5.7
Kancheepuram,Uthiramerur,2020-08-17,222,4.8
Kancheepuram,Uthiramerur,2020-08-18,228.6,6.6
Kancheepuram,Uthiramerur,2020-08-19,232.1,3.5
Kancheepuram,Uthiramerur,2020-08-20,236.6,4.5
Kancheepuram,Uthiramerur,2020-08-21,241.6,5
Kancheepuram,Uthiramerur,2020-08-22,247.6,6
Kancheepuram,Uthiramerur,2020-08-23,251.9,4.3
Kancheepuram,Uthiramerur,2020-08-24,256.1,4.2
Kancheepuram,Uthiramerur,2020-08-25,260.6,4.5
Kancheepuram,Uthiramerur,2020-08-26,264.1,3.5
Kancheepuram,Uthiramerur,2020-08-27,265.3,1.2
Kancheepuram,Uthiramerur,2020-08-28,267.3,2
Kancheepuram,Uthiramerur,2020-08-29,270.8,3.5
Kancheepuram,Uthiramerur,2020-08-30,272.7,1.9
Kancheepuram,Uthiramerur,2020-08-31,284.2,11.5
Kancheepuram,Uthiramerur,2020-09-01,290,5.8
Kancheepuram,Uthiramerur,2020-09-02,293.5,3.5
Kancheepuram,Uthiramerur,2020-09-03,297.6,4.1
Kancheepuram,Uthiramerur,2020-09-04,299.4,1.8
Kancheepuram,Uthiramerur,2020-09-05,299.9,0.5
Kancheepuram,Uthiramerur,2020-09-06,306.1,6.2
Kancheepuram,Uthiramerur,2020-09-07,312.9,6.8
Kancheepuram,Uthiramerur,2020-09-08,316.1,3.2
Kancheepuram,Uthiramerur,2020-09-09,321.3,5.2
Kancheepuram,Uthiramerur,2020-09-10,326.9,5.6
Kancheepuram,Uthiramerur,2020-09-11,330,3.1
Kancheepuram,Uthiramerur,2020-09-12,333.5,3.5
Kancheepuram,Uthiramerur,2020-09-13,337.4,3.9
Kancheepuram,Uthiramerur,2020-09-14,340.5,3.1
Kancheepuram,Uthiramerur,2020-09-15,344.6,4.1
Kancheepuram,Uthiramerur,2020-09-16,348.5,3.9
Kancheepuram,Uthiramerur,2020-09-17,353.5,5
Kancheepuram,Uthiramerur,2020-09-18,355.2,1.7
Kancheepuram,Uthiramerur,2020-09-19,360.8,5.6
Kancheepuram,Uthiramerur,2020-09-20,367.4,6.6
Kancheepuram,Uthiramerur,2020-09-21,372.2,4.8
Kancheepuram,Uthiramerur,2020-09-22,376.5,4.3
Kancheepuram,Uthiramerur,2020-09-23,378.6,2.1
Kancheepuram,Uthiramerur,2020-09-24,384.6,6
Kancheepuram,Uthiramerur,2020-09-25,388.8,4.2
Kancheepuram,Uthiramerur,2020-09-26,391.4,2.6
Kancheepuram,Uthiramerur,2020-09-27,395.1,3.7
Kancheepuram,Uthiramerur,2020-09-28,399.9,4.8
Kancheepuram,Uthiramerur,2020-09-29,406.1,6.2
Kancheepuram,Uthiramerur,2020-09-30,413.3,7.2
Kancheepuram,Uthiramerur,2020-10-01,9.5,9.5
Kancheepuram,Uthiramerur,2020-10-02,13.3,3.8
Kancheepuram,Uthiramerur,2020-10-03,17.3,4
Kancheepuram,Uthiramerur,2020-10-04,27.1,9.8
Kancheepuram,Uthiramerur,2020-10-05,34.5,7.4
Kancheepuram,Uthiramerur,2020-10-06,39,4.5
Kancheepuram,Uthiramerur,2020-10-07,42.1,3.1
Kancheepuram,Uthiramerur,2020-10-08,46.9,4.8
Kancheepuram,Uthiramerur,2020-10-09,51.9,5
Kancheepuram,Uthiramerur,2020-10-10,57.2,5.3
Kancheepuram,Uthiramerur,2020-10-11,59.7,2.5
Kancheepuram,Uthiramerur,2020-10-12,62.5,2.8
Kancheepuram,Uthiramerur,2020-10-13,68.7,6.2
Kancheepuram,Uthiramerur,2020-10-14,72,3.3
Kancheepuram,Uthiramerur,2020-10-15,76,4
Kancheepuram,Uthiramerur,2020-10-16,78.2,2.2
Kancheepuram,Uthiramerur,2020-10-17,83,4.8
Kancheepuram,Uthiramerur,2020-10-18,87.1,4.1
Kancheepuram,Uthiramerur,2020-10-19,92.8,5.7
Kancheepuram,Uthiramerur,2020-10-20,98.8,6
Kancheepuram,Uthiramerur,2020-10-21,104.1,5.3
Kancheepuram,Uthiramerur,2020-10-22,108.4,4.3
Kancheepuram,Uthiramerur,2020-10-23,114,5.6
Kancheepuram,Uthiramerur,2020-10-24,119.6,5.6
Kancheepuram,Uthiramerur,2020-10-25,125,5.4
Kancheepuram,Uthiramerur,2020-10-26,129.4,4.4
Kancheepuram,Uthiramerur,2020-10-27,137.7,8.3
Kancheepuram,Uthiramerur,2020-10-28,147.8,10.1
Kancheepuram,Uthiramerur,2020-10-29,160.3,12.5
Kancheepuram,Uthiramerur,2020-10-30,166.7,6.4
Kancheepuram,Uthiramerur,2020-10-31,172.6,5.9
Kancheepuram,Uthiramerur,2020-11-01,182.4,9.8
Kancheepuram,Uthiramerur,2020-11-02,192.7,10.3
Kancheepuram,Uthiramerur,2020-11-03,201,8.3
Kancheepuram,Uthiramerur,2020-11-04,211.3,10.3
Kancheepuram,Uthiramerur,2020-11-05,226.8,15.5
Kancheepuram,Uthiramerur,2020-11-06,238.2,11.4
Kancheepuram,Uthiramerur,2020-11-07,244.9,6.7
Kancheepuram,Uthiramerur,2020-11-08,252.9,8
Kancheepuram,Uthiramerur,2020-11-09,262.2,9.3
Kancheepuram,Uthiramerur,2020-11-10,274.1,11.9
Kancheepuram,Uthiramerur,2020-11-11,281.3,7.2
Kancheepuram,Uthiramerur,2020-11-12,291.6,10.3
Kancheepuram,Uthiramerur,2020-11-13,303.5,11.9
Kancheepuram,Uthiramerur,2020-11-14,314,10.5
Kancheepuram,Uthiramerur,2020-11-15,322.2,8.2
Kancheepuram,Uthiramerur,2020-11-16,335,12.8
Kancheepuram,Uthiramerur,2020-11-17,341.3,6.3
Kancheepuram,Uthiramerur,2020-11-18,344.2,2.9
Kancheepuram,Uthiramerur,2020-11-19,347.6,3.4
Kancheepuram,Uthiramerur,2020-11-20,350.1,2.5
Kancheepuram,Uthiramerur,2020-11-21,354.9,4.8
Kancheepuram,Uthiramerur,2020-11-22,363.3,8.4
Kancheepuram,Uthiramerur,2020-11-23,372.1,8.8
Kancheepuram,Uthiramerur,2020-11-24,380.1,8
Kancheepuram,Uthiramerur,2020-11-25,387.5,7.4
Kancheepuram,Uthiramerur,2020-11-26,396.9,9.4
Kancheepuram,Uthiramerur,2020-11-27,402.6,5.7
Kancheepuram,Uthiramerur,2020-11-28,407.2,4.6
Kancheepuram,Uthiramerur,2020-11-29,411.8,4.6
Kancheepuram,Uthiramerur,2020-11-30,418,6.2
Kancheepuram,Uthiramerur,2020-12-01,429.5,11.5
